text,label
What does that tattoo on her right tricep say?﻿,0
Katy Perry's songs are the best of the songs of women artists.﻿,0
Remeber when this song was good﻿,0
https://www.surveymonkey.com/s/CVHMKLT﻿,1
I love You Katy ♥﻿,0
Can i get views and subscribers for no reason? 😅﻿,1
"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",1
Hello from Russia comes to the channel subscribe﻿,1
"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",0
want to win borderlands the pre-sequel? check my channel :)﻿,1
"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",1
What my gangnam style﻿,0
FOLLOW MY COMPANY ON TWITTER  thanks.  https://twitter.com/TheWaxedHatCo﻿,1
2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0
they Shuffle hard that they made an Earthquake in Nepal﻿,0
"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",1
Check out this video on YouTube:﻿,1
Check out this video on YouTube:﻿,1
hi guys check my youtube channel﻿,1
I'm here to check the views.. holy shit﻿,0
https://www.facebook.com/eeccon/posts/733949243353321?comment_id=734237113324534&amp;offset=0&amp;total_comments=74   please like frigea marius gabriel comment :D﻿,1
want a sub? tell me about your channel and i will subscribe (with a couple exceptions)﻿,1
https://www.tsu.co/ToMeks Go register ;) free money;)﻿,1
Check out this playlist on YouTube: I tried﻿,1
give it a like﻿,1
Why does a song like this have more views than Michael Jackson SMH﻿,0
I lovee it ♥﻿,0
What&#39;s with the guys jacket? 1 sleeve and a sleeveless arm﻿,0
"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song﻿",0
"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿",0
http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1
 Follow me on Instagram. _chris_cz  ﻿,1
"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿",1
http://flipagram.com/f/LUkA1QMrhF﻿,1
In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,0
Why do I feel like as if Gangnam style copied their song from this?!﻿,0
SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿,1
Anybody who subscribes to me will get 10 subscribers﻿,1
2:05. Hahahahah ﻿,0
ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,1
subscribers please`﻿,1
In my opinion I think you look better with black hair then blond hair : )﻿,0
this is increidebl﻿,0
gofundme.com/grwmps﻿,1
Still a very fun music video to watch! ﻿,0
Never get old ﻿,0
Check out this video on YouTube:﻿,1
Check out this playlist on YouTube:﻿,1
I remember when this used to be so popular all around at the time.<br />I still love it.﻿,0
And somehow she has access to makeup in the middle of the woods...﻿,0
"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",1
PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0
2015 &lt;3﻿,0
OMG I LOVE YOU KATY PARRY YOUR SONGS ROCK!!!!!!!!!!!!!!!!! THATS A TOTAL  SUBSCRIBE﻿,0
Who df is Lauren Bennett..﻿,0
Will this song ever reach 7 Billion Views?﻿,0
just came here to check the views :P﻿,0
Check out this video on YouTube:﻿,1
This awesome song needed 4 years to reach to 800 mil views while Tango Switch bitch needed 1 year. its not fairrrrrrr﻿,0
Suscribe My Channel Please XD lol﻿,1
Hi guys i sell Jack Daniel's Hard Back Cover Case for iPhone 5 5S 5C 4S 4   6'' Old Time with only 3 Dollars on Ebay:  http://www.ebay.com/itm/251638183951?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
Check out this video on YouTube:﻿,1
Check out this playlist on YouTube:﻿,1
"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",0
Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,1
http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1
"This is so cool,why haven&#39;t I heard this before?﻿",0
This song makes me want to drink bleach﻿,0
Check out this video on YouTube:lo﻿,1
Wow dance show﻿,0
PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D﻿,0
Please give us a chance and check out the new music video on our channel!  You won't be disappointed.﻿,1
5 years... ﻿,0
"Ahhh, 2 years ago....﻿",0
"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",1
just :( superr!!!﻿,0
Check out this playlist on YouTube:<br /><br />﻿,1
"Hahah, juyk! I allways laugh at the part 1:57.. LOL!﻿",0
that time in 2011 where this shirt was cool﻿,0
White people are going extinct for more information subscribe to my channel or search for videos on &quot;white genocide&quot;  thank you﻿,1
This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,0
Admit it you just came here to check the number of viewers ﻿,0
"Katy Perry is part of me Katy Perry is my firework Katy Perry, I love you﻿",0
I miss when people dressed like this.﻿,0
OMG 2/7 People watched this video because there are 7 billion people in the  world and 2 billion watched this﻿,0
DOWNLOAD RAPID FACEBOOK FOR FREE NOW https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1
http://hackfbaccountlive.com/?ref=4604617﻿,1
Check out this playlist on YouTube:﻿,1
The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1
katy perry  just stop it and dont do a song i dont like it﻿,0
"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ﻿",0
Check out this video on YouTube:Facebook lhudygirlamaya ﻿,1
JUST DANCE 3 😂😂😂﻿,0
Dance :)﻿,0
Check out this playlist on YouTube:<br /><br />﻿,1
http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&amp;AffiliateID=9107﻿,1
Wow she is sexy XD﻿,0
Follow me on Twitter @mscalifornia95﻿,1
please like :D https://premium.easypromosapp.com/voteme/19924/616375350﻿,1
Οh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ﻿,0
"Hey guys go to check my video name ""growtopia my story""﻿",1
Nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿,1
😼👍😏 Like This Comment 😏👍😼﻿,1
http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
5th most viewed video.. i guess﻿,0
when is this gonna hit 2 billion?﻿,0
Check out this video on YouTube: I ﻿,1
Check out this video on YouTube:﻿,1
my son love so much﻿,0
WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!﻿,0
please look up DHG SONGS this is my playlist with a bunch of amazing songs ﻿,1
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
https://vimeo.com/107297364﻿,1
sub me if you dont like the song﻿,1
"so crazy, over 2 billion views, not US, not Uk, its Korea republic, its  asia﻿",0
Check out this video on YouTube:﻿,1
This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,0
Best for partying ﻿,0
Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,1
https://m.facebook.com/story.php?story_fbid=764484966942313&amp;id=754989901225153&amp;ref=stream  gf﻿,1
LoL﻿,0
"Hello! Do you like gaming, art videos, scientific experiments, tutorials,  lyrics videos, and much, much more of that? If you do please check out our  channel and subscribe to it, we've just started, but soon we hope we will  be able to cover all of our expectations... You can also check out what  we've got so far!﻿",1
2015!! LLIKEE!!﻿,0
pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 help me get vip gun  cross fire al﻿,1
How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,0
I hate it when Laura Bennett comes in﻿,0
This Song is AWESOME!!!!﻿,0
"At 500 subscribers i&#39;m sky diving help me reach my goal &lt;3<br />Trust me, i&#39;m a doctor.  :)﻿",1
This song is just really fun ﻿,0
Great music anyway﻿,0
"hey guys i really want to go to a katy perry concert so im in this contest  where i need a lot of likes and im loosing :( so please if you could like  this picture it would be very nice, thank you i really want to go to her  concert :) https://www.facebook.com/exagdl/photos/a.936868579660284.1073741943.111719098841907/937732262907249/?type=1&amp;theater ﻿",1
Check out this video on YouTube:﻿,1
I think he was drunk during this :) x)﻿,0
Check out this video on YouTube:﻿,1
"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿",0
https://binbox.io/DNCkM#qT4Q1JB1﻿,1
"My honest opinion. It's a very mediocre song. Nothing unique or special  about her music, lyrics or voice. Nothing memorable like Billie Jean or  Beat It. Before her millions of fans reply with hate comments, i know this  is a democracy and people are free to see what they want. But then don't I  have the right to express my opinion? Please don't reply with dumb comments  lie ""if you don't like it don't watch it"". I just came here to see what's  the buzz about(661 million views??) and didn't like what i saw. OK?﻿",0
I just wanna see how many people like this comment. I&#39;ll give it a month or so :)﻿,1
Check out this video on YouTube:﻿,1
Party time!﻿,0
Check out this video on YouTube:opponents mm <br /><br /><br /><br />--•[••••=====++¥¥£££<br />﻿,1
"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿",1
Like this in 2015! :D﻿,0
I like this song<br />﻿,0
you cant stop the shuffle﻿,0
Check out my music niggas﻿,1
if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1
"You are all sheep, period. This is terrible music.﻿",0
Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿,0
Omg it&#39;s going to have 1bi views!﻿,0
1000000000 views.﻿,0
Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)﻿,0
Nice! http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&amp;sort=DD&amp;size=90&amp;csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&amp;dref=5094&amp;keyword=BDP&amp;store=EBOOK ﻿,1
Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,1
You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿,0
love this song﻿,0
"really want this video to get 1 billion views, would be amazing!﻿",0
How stupid humanity is﻿,0
Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿,1
This song never gets old love it.﻿,0
I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3﻿,0
follower please https://www.facebook.com/lists/161620527267482﻿,1
"LMFAO - Party Rock Anthem ft. Lauren Bennett, Goo…: <a href=""https://youtu.be/KQ6zr6kCPj8"">https://youtu.be/KQ6zr6kCPj8</a>     <br />BOX MAN GOT SOME MOVES! :D HE MAKES MEH SMILE﻿",0
"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿",0
Show your AUBURN PRIDE HERE: http://www.teespring.com/tigermeathoodie﻿,1
GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*﻿,0
Perfect! &lt;3﻿,0
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
"HONESTLY, I WANNA SEE YOU BE BRAVE! oh wait...﻿",0
Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,1
http://hackfbaccountlive.com/?ref=4344749﻿,1
Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,1
"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",0
Check out this video on YouTube:﻿,1
Check out this video on YouTube:﻿,1
Check out this playlist on YouTube:👿👳👳👳👳👳﻿,1
I came here because of Vanoss.﻿,0
Check out this playlist on YouTube:﻿,1
Check out this video on YouTube:﻿,1
Still the best. :D﻿,0
reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes﻿,1
Dang Dat little kid gat moves﻿,0
Check out this video on YouTube:﻿,1
Subscribe﻿,1
View 851.247.920<br /><br /> Best youtube Video<br />If Subscribe to My Channel please!<br />Thank you! &lt;3<br /><br />Melhor Vídeo do youtube<br />Se Inscreva no Meu canal por favor!<br />Obrigado! &lt;3<br /><br />Mejor Video youtube<br />Si suscriba a mi canal por favor!<br />Gracias! &lt;3<br /><br />Meilleur vidéo youtube<br />Si vous abonner à Ma Chaîne se il vous plaît!<br />Merci! &lt;3﻿,1
how is this shit still relevant ﻿,0
"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",1
"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'﻿",0
Where did she find all that make up in a freakin jungle?!﻿,0
Who else would give Katy perry a good old mighty roar? ;)﻿,0
"Hey, check out my new website!! This site is about kids stuff. kidsmediausa  . com",1
https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater ﻿,1
Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,1
For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panorama﻿,1
1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,0
"My videos are half way decent, check them out if you want.﻿",1
"LMFAO is CRAZY DOPE!!! CHeck out my music on my channel if you have a minute, it would mean a lot. Much love!!﻿",1
Check out this video on YouTube:﻿,1
You think you're smart?        Headbutt your face.﻿,0
This has had over 2 billion views.  Holy shit.﻿,0
Fantastic!﻿,0
http://woobox.com/33gxrf/brt0u5 FREE CS GO!!!!﻿,1
Check out this video on YouTube:﻿,1
https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿,1
Check out this video on YouTube:﻿,1
In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,0
love lmfao party rockin keep it going﻿,0
http://vimeo.com/106865403﻿,1
Check out this video on YouTube:﻿,1
Check out this playlist on YouTube:﻿,1
Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,1
"I can't comprehend why this video has nearly 700,000,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿",0
This is so stupid. If you Roared at a Lion in real life you'd dede﻿,0
Best song ever﻿,0
Thumbs up if FE-FE-FE-FE-FEGELEIN brought u here﻿,1
If she really did this there she's hardcore﻿,0
FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne﻿,1
 I love your music ﻿,0
Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ﻿,1
Subscribe to my channel <br />Tweet &amp; Follow me on twitter //therealterrell_ <br />And I will follow you back 👀﻿,1
DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,0
i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home﻿,1
Check out this video on YouTube:jjiwajwkajajqjaubkm﻿,1
This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿,0
8 million likes xD even the subscribers not 8 million xD﻿,0
like this comment please﻿,1
Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿,0
I learned the shuffle because of them﻿,0
This the best song i ever hire<br />﻿,0
Check out this video on YouTube:﻿,1
I could finally do the spongebob but I started yesterday XD﻿,0
"check out ""starlitnightsky"" channel to see epic videos﻿",1
j aiiima plzzz  https://www.facebook.com/pages/%C3%89c%C3%B8l%CE%B5-al-ma%CE%B7b%CE%B5t/302703146601369 ﻿,1
I hav absolutely no idea what he's saying. Is it even a language?﻿,0
Check out this video on YouTube:﻿,1
this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,1
Check out this playlist on YouTube:﻿,1
Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿,1
like if ur watchin in 90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                              1﻿,1
Check out this video on YouTube:﻿,1
2 billion for this shit?﻿,0
1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,0
Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿,1
&lt;3﻿,0
Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿,1
Check out this video on YouTube:﻿,1
That was very good I mean very very much good ﻿,0
Check my channel please! And listen to the best music ever :P﻿,1
ROAAAAARRRRRR 🐯🐯🐯﻿,0
Suscribe my channel please﻿,1
Party rock due and duel﻿,0
LOL this shit never gets old﻿,0
looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt﻿,0
ALL SCHOOL DROP OUTS I KNEW AS FRIENDS BEFORE THEY DECIDED TO DROP SCHOOL THINK THERE IS NO NEED FOR AN ID CARD OR A CERTIFICATION TO PROVE YOU ARE AN EDUCATED CLEAN IN CRIMINAL RECORD TALENTED PERSON TO WORK IN ANY ENTERTAINMENT FIELD WORLDWIDE. THEY THINK THEY COULD BE RICH ENTERTAINERS BY CONSOLIDATING WITH ACTORS / ACTRESSES AS WELL AS SINGERS FOR A SHARE OF PROFIT(S).﻿,1
http://thepiratebay.se/torrent/6381501/Timothy_Sykes_Collection﻿,1
4 fucking years are fucking past so fucking fast fuck.....﻿,0
Check out this video on YouTube:﻿,1
plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,1
Hey guys! My mom said if i got 100 subs before christmas I'll get a kitten  and I always have wanted an kitten so please watch my videos and if you  like it subscribe or like :) Please no mean comments﻿,1
XD I WAS GOING CRAZY FUCKIN CRAZY WATCHIN THIS BRAH﻿,0
NICE :3﻿,0
need money?Enjoy https://www.tsu.co/emerson_zanol﻿,1
"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿",0
Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,1
Lets party﻿,0
 GO TO MY CHANNEL and check out my written songs﻿,1
I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿,0
Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿,0
"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport﻿",1
"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿",0
WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD﻿,0
How old is Katy perry?﻿,0
"Hey guys check out my new channel and our first vid THIS IS US THE  MONKEYS!!! I'm the monkey in the white shirt,please leave a like comment  and please subscribe!!!!",1
http://shhort.com/a?r=G8iX5cTKd﻿,1
PLEASE VOTE FOR ME FOR THE WET SEAL MODEL 2015 CONTEST! MY INSTAGRAM  USERNAME IS destinyforever_  http://www.wetseal.com/modelsearch15/modelsearch15.html﻿,1
LIKKEE﻿,0
Check out this playlist on YouTube:﻿,1
2015<br />I like video﻿,0
"this video is very inaccurate, a tiger would rip her face of﻿",0
"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿",0
Way was their a guy warring a robot head.﻿,0
Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,1
i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
subscribe to me for call of duty vids and give aways Goal-100 subs﻿,1
SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,1
I love this song﻿,0
She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿,1
Every day I&#39;m Shuffling !﻿,0
I like it<br />﻿,0
That's Good :)﻿,0
"The first billion viewed this because they thought it was really cool, the  other billion and a half came to see how stupid the first billion were...﻿",0
the most viewed youtube video of all time?﻿,0
https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,1
Ah. Good old times (:﻿,0
▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳ ＣＯＭＭＥＮＴ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿,0
subscribe﻿,1
subscribe to my channel yo - DJ Feelz﻿,1
please throw a sub on my channel﻿,1
Check out this video on YouTube:﻿,1
Can we reach 3 billion views by December 2014? ﻿,0
subscribe please ﻿,1
"help me click on the subscribe Mai Nguyen, thank you﻿",1
http://www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7?s=digital-text&amp;%3Bie=UTF8&amp;%3Bqid=1408122684&amp;%3Bsr=1-7&amp;%3Bkeywords=knight&amp;tag=wattpad-20     some people are very talented but some are more talented but there is no  sponsor﻿,1
"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",1
I &lt;3 Katy Perry!﻿,0
follow me on instagram bigboss286﻿,1
Check out this playlist on YouTube:﻿,1
Check out my acoustic channel ﻿,1
Check out this video on YouTube:﻿,1
wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿,0
Check out this video on YouTube:﻿,1
https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,1
♫I know someone will see this ♥ I have a dream… I don’t have the greatest videos or the best quality Right now I feel like i'm not getting anywhere and I need your help ♫ If you could possibly watch my videos it means the world to me ♥ Please thumbs this up so others can see… I appreciate it so much ♥♫ Please listen before you hate. Honestly i  appreciate it so much  You don’t have to love me just give this 17 year old a chance﻿,1
3m subscribers but look at the views its 700 million wtf :P﻿,1
Check out this video on YouTube:<br />Gotta dance and just have a blast every time I hear this song !!!! Just ❥love❥ it!<br />﻿,1
http://www.gofundme.com/gvr7xg﻿,1
Check out this video on YouTube:﻿,1
Remove This video its wank﻿,0
"super nice, love musique﻿",0
PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0
this very good so I dance with some companions front of the whole school﻿,0
"I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  ""Roar"" just says on the same wavelength. It falls flat.﻿",0
cool song ever good thing its here﻿,0
http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
"Check out my dubstep song ""Fireball"", made with Fruity Loops. I really took  time in it.  /watch?v=telOA6RIO8o﻿",1
"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿",0
my favorite song﻿,0
Subscribe My Channel﻿,1
https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,1
Love this song makes me wanna dance! ﻿,0
Who knows the name of that girl?.. and that one.. and that one...﻿,0
Check out my Music Videos! and PLEASE SUBSCRIBE!!!! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,1
Good﻿,0
prehistoric song..has been﻿,0
watch this with sound off!﻿,0
subscribe to me﻿,1
"i am 2,126,492,636 viewer :D﻿",0
Party Rock<br />﻿,0
plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿,1
Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time﻿,1
Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿,1
